Titration Data Only,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/12",,,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,,
,1,,,,-50,,,,,,17,,,,,,,,
,2,,,,-50,,,,,,17,,,,0,,,,
,3,,,,-50,,,,,,17,,,,0,,,,
,4,,,,-50,,,,,,17,,,,0,,,,
,5,,,,-50,,,,,,17,,,,0,,,,
,6,,,,-50,,,,,,17,,,,0,,,,
,7,,,,-50,,,,,,17,,,,0,,,,
,8,,,,-50,,,,,,17,,,,0,,,,
,9,,,,-50,,,,,,17,,,,0,,,,
,10,,,,-50,,,,,,17,,,,0,,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 1/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,,dV,,Temp.,,dE,,,,EP
,[s],,[mL],,,,,[mV],,,[mL],,[°C],,[mV],,,,
,27,,1.1615,,,,,125.3,,,0.019,,17.7,,5.9,,,,
,28,,1.182,,,,,132.1,,,0.0205,,17.7,,6.8,,,,
,29,,1.2035,,,,,139.3,,,0.0215,,17.7,,7.2,,,,
,30,,1.222,,,,,147,,,0.0185,,17.7,,7.7,,,,
,31,,1.2295,,,,,152.8,,,0.0075,,17.7,,5.8,,,,
,32,,1.236,,,,,156.5,,,0.0065,,17.7,,3.7,,,,
,33,,1.2425,,,,,158.9,,,0.0065,,17.7,,2.4,,,,
,34,,1.2515,,,,,161.8,,,0.009,,17.7,,2.9,,,,
,35,,1.262,,,,,165,,,0.0105,,17.7,,3.2,,,,
,36,,1.2735,,,,,168.2,,,0.0115,,17.7,,3.2,,,,
,37,,1.2835,,,,,171.5,,,0.01,,17.7,,3.3,,,,
,38,,1.2925,,,,,174.2,,,0.009,,17.7,,2.7,,,,
,39,,1.301,,,,,176.7,,,0.0085,,17.7,,2.5,,,,
,40,,1.31,,,,,178.5,,,0.009,,17.7,,1.8,,,,
,41,,1.319,,,,,180.5,,,0.009,,17.7,,2,,,,
,42,,1.3265,,,,,182.2,,,0.0075,,17.7,,1.7,,,,
,43,,1.334,,,,,183.9,,,0.0075,,17.7,,1.7,,,,
,44,,1.34,,,,,184.9,,,0.006,,17.7,,1,,,,
,45,,1.347,,,,,186.1,,,0.007,,17.7,,1.2,,,,
,46,,1.354,,,,,187.1,,,0.007,,17.7,,1,,,,
,47,,1.3605,,,,,188,,,0.0065,,17.7,,0.9,,,,
,48,,1.3665,,,,,188.9,,,0.006,,17.7,,0.9,,,,
,49,,1.372,,,,,189.7,,,0.0055,,17.7,,0.8,,,,
,50,,1.3775,,,,,190.6,,,0.0055,,17.7,,0.9,,,,
,51,,1.3815,,,,,191.1,,,0.004,,17.7,,0.5,,,,
,52,,1.385,,,,,191.6,,,0.0035,,17.7,,0.5,,,,
,53,,1.3885,,,,,192,,,0.0035,,17.7,,0.4,,,,
,54,,1.392,,,,,192.4,,,0.0035,,17.7,,0.4,,,,
,55,,1.3955,,,,,192.8,,,0.0035,,17.7,,0.4,,,,
,56,,1.3985,,,,,193.4,,,0.003,,17.7,,0.6,,,,
,57,,1.4005,,,,,193.7,,,0.002,,17.7,,0.3,,,,
,58,,1.403,,,,,194,,,0.0025,,17.7,,0.3,,,,
,59,,1.4055,,,,,194.3,,,0.0025,,17.7,,0.3,,,,
,60,,1.407,,,,,194.6,,,0.0015,,17.7,,0.3,,,,
,61,,1.408,,,,,194.8,,,0.001,,17.7,,0.2,,,,
,62,,1.41,,,,,195,,,0.002,,17.7,,0.2,,,,
,63,,1.4125,,,,,195.2,,,0.0025,,17.7,,0.2,,,,
,64,,1.4145,,,,,195.4,,,0.002,,17.7,,0.2,,,,
,65,,1.4155,,,,,195.7,,,0.001,,17.7,,0.3,,,,
,66,,1.4175,,,,,195.8,,,0.002,,17.7,,0.1,,,,
,,,1.418833,,,,,196,,,,,,,,,,,EP
,67,,1.4195,,,,,196.1,,,0.002,,17.7,,0.3,,,,
,68,,1.4195,,,,,196.2,,,0,,17.7,,0.1,,,,
,69,,1.4195,,,,,196.3,,,0,,17.7,,0.1,,,,
,70,,1.4195,,,,,196.3,,,0,,17.7,,0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 9/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 9/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],,
,0,,0,,,,,196.3,,,,,17.9,,,,,,
,3,,0.02,,,,,197.9,,0.02,,,17.9,,,,1.6,,
,6,,0.04,,,,,199.9,,0.02,,,17.9,,,,2,,
,9,,0.06,,,,,201.8,,0.02,,,17.9,,,,1.9,,
,12,,0.08,,,,,203.7,,0.02,,,17.9,,,,1.9,,
,15,,0.1,,,,,205.4,,0.02,,,17.9,,,,1.7,,
,18,,0.12,,,,,207,,0.02,,,17.9,,,,1.6,,
,21,,0.14,,,,,208.4,,0.02,,,17.9,,,,1.4,,
,24,,0.16,,,,,209.7,,0.02,,,17.9,,,,1.3,,
,27,,0.18,,,,,211,,0.02,,,17.9,,,,1.3,,
,30,,0.2,,,,,212.3,,0.02,,,17.9,,,,1.3,,
,33,,0.22,,,,,213.4,,0.02,,,17.9,,,,1.1,,
,36,,0.24,,,,,214.6,,0.02,,,17.9,,,,1.2,,
,39,,0.26,,,,,215.6,,0.02,,,17.9,,,,1,,
,42,,0.28,,,,,216.7,,0.02,,,17.9,,,,1.1,,
,45,,0.3,,,,,217.7,,0.02,,,17.9,,,,1,,
,48,,0.32,,,,,218.7,,0.02,,,17.9,,,,1,,
,51,,0.34,,,,,219.6,,0.02,,,17.9,,,,0.9,,
,54,,0.36,,,,,220.5,,0.02,,,17.9,,,,0.9,,
,57,,0.38,,,,,221.3,,0.02,,,17.9,,,,0.8,,
,60,,0.4,,,,,222.1,,0.02,,,17.9,,,,0.8,,
,64,,0.42,,,,,222.9,,0.02,,,17.9,,,,0.8,,
,66,,0.44,,,,,223.6,,0.02,,,17.9,,,,0.7,,
,70,,0.46,,,,,224.5,,0.02,,,17.9,,,,0.9,,
,72,,0.48,,,,,225.2,,0.02,,,17.9,,,,0.7,,
,76,,0.5,,,,,225.9,,0.02,,,17.9,,,,0.7,,
,78,,0.52,,,,,226.7,,0.02,,,17.9,,,,0.8,,
,82,,0.54,,,,,227.4,,0.02,,,17.9,,,,0.7,,
,84,,0.56,,,,,228,,0.02,,,17.9,,,,0.6,,
,88,,0.58,,,,,228.6,,0.02,,,17.9,,,,0.6,,
,91,,0.6,,,,,229.2,,0.02,,,17.9,,,,0.6,,
,94,,0.62,,,,,229.8,,0.02,,,17.9,,,,0.6,,
,97,,0.64,,,,,230.4,,0.02,,,17.9,,,,0.6,,
,100,,0.66,,,,,231,,0.02,,,17.9,,,,0.6,,
,103,,0.68,,,,,231.6,,0.02,,,17.9,,,,0.6,,
,106,,0.7,,,,,232.2,,0.02,,,17.9,,,,0.6,,
,109,,0.72,,,,,232.7,,0.02,,,17.9,,,,0.5,,
,112,,0.74,,,,,233.2,,0.02,,,18,,,,0.5,,
,115,,0.76,,,,,233.7,,0.02,,,18,,,,0.5,,
,118,,0.78,,,,,234.2,,0.02,,,18,,,,0.5,,
,121,,0.8,,,,,234.6,,0.02,,,18,,,,0.4,,
,124,,0.82,,,,,235.2,,0.02,,,18,,,,0.6,,
,127,,0.84,,,,,235.7,,0.02,,,18,,,,0.5,,
,130,,0.86,,,,,236.1,,0.02,,,18,,,,0.4,,
,133,,0.88,,,,,236.6,,0.02,,,18,,,,0.5,,
,136,,0.9,,,,,237.1,,0.02,,,18,,,,0.5,,
,139,,0.92,,,,,237.5,,0.02,,,18,,,,0.4,,
,142,,0.94,,,,,237.9,,0.02,,,18,,,,0.4,,
,145,,0.96,,,,,238.4,,0.02,,,18,,,,0.5,,
,148,,0.98,,,,,238.7,,0.02,,,18,,,,0.3,,
,151,,1,,,,,239.1,,0.02,,,18,,,,0.4,,
,154,,1.02,,,,,239.6,,0.02,,,18,,,,0.5,,
,157,,1.04,,,,,240,,0.02,,,18,,,,0.4,,
,160,,1.06,,,,,240.4,,0.02,,,18,,,,0.4,,
,163,,1.08,,,,,240.8,,0.02,,,18,,,,0.4,,
,166,,1.1,,,,,241.2,,0.02,,,18,,,,0.4,,
,169,,1.12,,,,,241.5,,0.02,,,18,,,,0.3,,
,172,,1.14,,,,,241.9,,0.02,,,18,,,,0.4,,
,175,,1.16,,,,,242.2,,0.02,,,18,,,,0.3,,
,178,,1.18,,,,,242.6,,0.02,,,18,,,,0.4,,
,181,,1.2,,,,,242.9,,0.02,,,18,,,,0.3,,
,184,,1.22,,,,,243.3,,0.02,,,18,,,,0.4,,
,187,,1.24,,,,,243.6,,0.02,,,18,,,,0.3,,
,190,,1.26,,,,,244,,0.02,,,18,,,,0.4,,
,193,,1.28,,,,,244.3,,0.02,,,18,,,,0.3,,
,196,,1.3,,,,,244.7,,0.02,,,18,,,,0.4,,
,199,,1.32,,,,,245,,0.02,,,18,,,,0.3,,
,202,,1.34,,,,,245.3,,0.02,,,18,,,,0.3,,
,205,,1.36,,,,,245.6,,0.02,,,18,,,,0.3,,
,208,,1.38,,,,,246,,0.02,,,18,,,,0.4,,
,211,,1.4,,,,,246.2,,0.02,,,18,,,,0.2,,
,214,,1.42,,,,,246.5,,0.02,,,18,,,,0.3,,
,217,,1.44,,,,,246.9,,0.02,,,18,,,,0.4,,
,220,,1.46,,,,,247.2,,0.02,,,18,,,,0.3,,
,223,,1.48,,,,,247.5,,0.02,,,18,,,,0.3,,
,226,,1.5,,,,,247.8,,0.02,,,18,,,,0.3,,
,229,,1.52,,,,,248,,0.02,,,18,,,,0.2,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 10/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 10/12",,,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,,
,1,,,,-66.9,,,,,,17.6,,,,,,,,
,2,,,,-66.9,,,,,,17.6,,,,0,,,,
,3,,,,-66.9,,,,,,17.6,,,,0,,,,
,4,,,,-66.9,,,,,,17.6,,,,0,,,,
,5,,,,-66.9,,,,,,17.6,,,,0,,,,
,6,,,,-67,,,,,,17.6,,,,-0.1,,,,
,7,,,,-67,,,,,,17.6,,,,0,,,,
,8,,,,-67,,,,,,17.6,,,,0,,,,
,9,,,,-67,,,,,,17.6,,,,0,,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 10/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 10/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,,dV,,Temp.,,dE,,,,EP
,[s],,[mL],,,,,[mV],,,[mL],,[°C],,[mV],,,,
,0,,0,,,,,-67,,,,,17.6,,,,,,
,1,,0.001,,,,,-67.1,,,0.001,,17.6,,-0.1,,,,
,2,,0.005,,,,,-67,,,0.004,,17.6,,0.1,,,,
,3,,0.011,,,,,-66.9,,,0.006,,17.6,,0.1,,,,
,4,,0.02,,,,,-66.2,,,0.009,,17.6,,0.7,,,,
,5,,0.034,,,,,-64.9,,,0.014,,17.6,,1.3,,,,
,6,,0.055,,,,,-62.6,,,0.021,,17.6,,2.3,,,,
,7,,0.08,,,,,-59,,,0.025,,17.6,,3.6,,,,
,8,,0.1145,,,,,-53.7,,,0.0345,,17.6,,5.3,,,,
,9,,0.157,,,,,-45.6,,,0.0425,,17.6,,8.1,,,,
,10,,0.2085,,,,,-33.7,,,0.0515,,17.6,,11.9,,,,
,11,,0.2705,,,,,-19.3,,,0.062,,17.6,,14.4,,,,
,12,,0.3445,,,,,-3.2,,,0.074,,17.6,,16.1,,,,
,13,,0.421,,,,,12,,,0.0765,,17.6,,15.2,,,,
,14,,0.52,,,,,30.2,,,0.099,,17.6,,18.2,,,,
,15,,0.6315,,,,,47.5,,,0.1115,,17.6,,17.3,,,,
,16,,0.7565,,,,,63.7,,,0.125,,17.6,,16.2,,,,
,17,,0.8935,,,,,84.5,,,0.137,,17.6,,20.8,,,,
,18,,1.024,,,,,104.7,,,0.1305,,17.6,,20.2,,,,
,19,,1.0275,,,,,110.5,,,0.0035,,17.6,,5.8,,,,
,20,,1.0305,,,,,104,,,0.003,,17.6,,-6.5,,,,
,21,,1.0345,,,,,101.8,,,0.004,,17.6,,-2.2,,,,
,22,,1.041,,,,,102.6,,,0.0065,,17.6,,0.8,,,,
,23,,1.051,,,,,106.3,,,0.01,,17.6,,3.7,,,,
,24,,1.0645,,,,,111.3,,,0.0135,,17.6,,5,,,,
,25,,1.079,,,,,116.7,,,0.0145,,17.6,,5.4,,,,
,26,,1.0975,,,,,124.1,,,0.0185,,17.6,,7.4,,,,
,27,,1.117,,,,,129.6,,,0.0195,,17.6,,5.5,,,,
,28,,1.139,,,,,137.2,,,0.022,,17.6,,7.6,,,,
,29,,1.1575,,,,,144.7,,,0.0185,,17.6,,7.5,,,,
,30,,1.169,,,,,149.6,,,0.0115,,17.6,,4.9,,,,
,31,,1.179,,,,,153.1,,,0.01,,17.6,,3.5,,,,
,32,,1.191,,,,,157.2,,,0.012,,17.6,,4.1,,,,
,33,,1.204,,,,,161.7,,,0.013,,17.6,,4.5,,,,
,34,,1.2155,,,,,166.1,,,0.0115,,17.6,,4.4,,,,
,35,,1.2235,,,,,169.4,,,0.008,,17.6,,3.3,,,,
,36,,1.2315,,,,,171.8,,,0.008,,17.6,,2.4,,,,
,37,,1.2385,,,,,174.1,,,0.007,,17.6,,2.3,,,,
,38,,1.2475,,,,,176.3,,,0.009,,17.6,,2.2,,,,
,39,,1.2565,,,,,178.2,,,0.009,,17.6,,1.9,,,,
,40,,1.2665,,,,,180,,,0.01,,17.6,,1.8,,,,
,41,,1.2765,,,,,182.3,,,0.01,,17.6,,2.3,,,,
,42,,1.282,,,,,183.8,,,0.0055,,17.6,,1.5,,,,
,43,,1.286,,,,,185,,,0.004,,17.6,,1.2,,,,
,44,,1.29,,,,,185.8,,,0.004,,17.6,,0.8,,,,
,45,,1.2955,,,,,186.7,,,0.0055,,17.6,,0.9,,,,
,46,,1.302,,,,,187.7,,,0.0065,,17.6,,1,,,,
,47,,1.309,,,,,188.8,,,0.007,,17.6,,1.1,,,,
,48,,1.313,,,,,189.5,,,0.004,,17.6,,0.7,,,,
,49,,1.316,,,,,190.2,,,0.003,,17.6,,0.7,,,,
,50,,1.3185,,,,,190.9,,,0.0025,,17.6,,0.7,,,,
,51,,1.3215,,,,,191.3,,,0.003,,17.6,,0.4,,,,
,52,,1.3255,,,,,191.7,,,0.004,,17.6,,0.4,,,,
,53,,1.3295,,,,,192.3,,,0.004,,17.6,,0.6,,,,
,54,,1.3325,,,,,192.7,,,0.003,,17.6,,0.4,,,,
,55,,1.3345,,,,,193.1,,,0.002,,17.6,,0.4,,,,
,56,,1.337,,,,,193.6,,,0.0025,,17.6,,0.5,,,,
,57,,1.3395,,,,,193.9,,,0.0025,,17.6,,0.3,,,,
,58,,1.342,,,,,194.2,,,0.0025,,17.7,,0.3,,,,
,59,,1.3435,,,,,194.4,,,0.0015,,17.6,,0.2,,,,
,60,,1.3455,,,,,194.7,,,0.002,,17.7,,0.3,,,,
,61,,1.347,,,,,194.9,,,0.0015,,17.7,,0.2,,,,
,62,,1.3485,,,,,195.1,,,0.0015,,17.7,,0.2,,,,
,63,,1.3495,,,,,195.3,,,0.001,,17.6,,0.2,,,,
,64,,1.352,,,,,195.5,,,0.0025,,17.7,,0.2,,,,
,65,,1.3545,,,,,195.7,,,0.0025,,17.7,,0.2,,,,
,66,,1.3545,,,,,195.8,,,0,,17.7,,0.1,,,,
,67,,1.356,,,,,196,,,0.0015,,17.7,,0.2,,,,
,,,1.356,,,,,196,,,,,,,,,,,EP
,68,,1.357,,,,,196.2,,,0.001,,17.7,,0.2,,,,
,69,,1.357,,,,,196.3,,,0,,17.7,,0.1,,,,
,70,,1.357,,,,,196.3,,,0,,17.7,,0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 10/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 10/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],,
,0,,0,,,,,196.6,,,,,17.9,,,,,,
,3,,0.02,,,,,198.3,,0.02,,,17.9,,,,1.7,,
,6,,0.04,,,,,200.2,,0.02,,,17.9,,,,1.9,,
,9,,0.06,,,,,202.2,,0.02,,,17.9,,,,2,,
,12,,0.08,,,,,203.9,,0.02,,,17.9,,,,1.7,,
,15,,0.1,,,,,205.7,,0.02,,,17.9,,,,1.8,,
,18,,0.12,,,,,207.2,,0.02,,,17.9,,,,1.5,,
,21,,0.14,,,,,208.7,,0.02,,,17.9,,,,1.5,,
,24,,0.16,,,,,210,,0.02,,,17.9,,,,1.3,,
,27,,0.18,,,,,211.3,,0.02,,,17.9,,,,1.3,,
,30,,0.2,,,,,212.5,,0.02,,,17.9,,,,1.2,,
,33,,0.22,,,,,213.7,,0.02,,,17.9,,,,1.2,,
,36,,0.24,,,,,214.9,,0.02,,,17.9,,,,1.2,,
,39,,0.26,,,,,216,,0.02,,,17.9,,,,1.1,,
,42,,0.28,,,,,217.1,,0.02,,,17.9,,,,1.1,,
,45,,0.3,,,,,218,,0.02,,,17.9,,,,0.9,,
,48,,0.32,,,,,219.1,,0.02,,,17.9,,,,1.1,,
,51,,0.34,,,,,220,,0.02,,,17.9,,,,0.9,,
,54,,0.36,,,,,221,,0.02,,,17.9,,,,1,,
,57,,0.38,,,,,221.7,,0.02,,,17.9,,,,0.7,,
,60,,0.4,,,,,222.5,,0.02,,,17.9,,,,0.8,,
,63,,0.42,,,,,223.3,,0.02,,,17.9,,,,0.8,,
,66,,0.44,,,,,224.1,,0.02,,,17.9,,,,0.8,,
,70,,0.46,,,,,224.8,,0.02,,,17.9,,,,0.7,,
,72,,0.48,,,,,225.6,,0.02,,,17.9,,,,0.8,,
,76,,0.5,,,,,226.3,,0.02,,,17.9,,,,0.7,,
,79,,0.52,,,,,227.1,,0.02,,,17.9,,,,0.8,,
,82,,0.54,,,,,227.7,,0.02,,,17.9,,,,0.6,,
,85,,0.56,,,,,228.3,,0.02,,,17.9,,,,0.6,,
,88,,0.58,,,,,229,,0.02,,,17.9,,,,0.7,,
,91,,0.6,,,,,229.6,,0.02,,,17.9,,,,0.6,,
,94,,0.62,,,,,230.2,,0.02,,,17.9,,,,0.6,,
,97,,0.64,,,,,230.8,,0.02,,,17.9,,,,0.6,,
,100,,0.66,,,,,231.3,,0.02,,,17.9,,,,0.5,,
,103,,0.68,,,,,231.9,,0.02,,,17.9,,,,0.6,,
,106,,0.7,,,,,232.5,,0.02,,,17.9,,,,0.6,,
,109,,0.72,,,,,233.1,,0.02,,,17.9,,,,0.6,,
,112,,0.74,,,,,233.6,,0.02,,,17.9,,,,0.5,,
,115,,0.76,,,,,234.1,,0.02,,,17.9,,,,0.5,,
,118,,0.78,,,,,234.6,,0.02,,,17.9,,,,0.5,,
,121,,0.8,,,,,235.1,,0.02,,,17.9,,,,0.5,,
,124,,0.82,,,,,235.6,,0.02,,,17.9,,,,0.5,,
,127,,0.84,,,,,236.1,,0.02,,,17.9,,,,0.5,,
,130,,0.86,,,,,236.5,,0.02,,,17.9,,,,0.4,,
,133,,0.88,,,,,237,,0.02,,,17.9,,,,0.5,,
,136,,0.9,,,,,237.4,,0.02,,,17.9,,,,0.4,,
,139,,0.92,,,,,237.9,,0.02,,,18,,,,0.5,,
,142,,0.94,,,,,238.3,,0.02,,,18,,,,0.4,,
,145,,0.96,,,,,238.7,,0.02,,,18,,,,0.4,,
,148,,0.98,,,,,239.1,,0.02,,,18,,,,0.4,,
,151,,1,,,,,239.5,,0.02,,,18,,,,0.4,,
,154,,1.02,,,,,239.9,,0.02,,,18,,,,0.4,,
,157,,1.04,,,,,240.4,,0.02,,,18,,,,0.5,,
,160,,1.06,,,,,240.8,,0.02,,,18,,,,0.4,,
,163,,1.08,,,,,241.2,,0.02,,,18,,,,0.4,,
,166,,1.1,,,,,241.6,,0.02,,,18,,,,0.4,,
,169,,1.12,,,,,241.9,,0.02,,,18,,,,0.3,,
,172,,1.14,,,,,242.3,,0.02,,,18,,,,0.4,,
,175,,1.16,,,,,242.6,,0.02,,,18,,,,0.3,,
,178,,1.18,,,,,242.9,,0.02,,,18,,,,0.3,,
,181,,1.2,,,,,243.3,,0.02,,,18,,,,0.4,,
,184,,1.22,,,,,243.6,,0.02,,,18,,,,0.3,,
,187,,1.24,,,,,244,,0.02,,,18,,,,0.4,,
,190,,1.26,,,,,244.4,,0.02,,,18,,,,0.4,,
,193,,1.28,,,,,244.7,,0.02,,,18,,,,0.3,,
,196,,1.3,,,,,245,,0.02,,,18,,,,0.3,,
,199,,1.32,,,,,245.4,,0.02,,,18,,,,0.4,,
,202,,1.34,,,,,245.8,,0.02,,,18,,,,0.4,,
,205,,1.36,,,,,246,,0.02,,,18,,,,0.2,,
,208,,1.38,,,,,246.3,,0.02,,,18,,,,0.3,,
,211,,1.4,,,,,246.6,,0.02,,,18,,,,0.3,,
,214,,1.42,,,,,246.9,,0.02,,,18,,,,0.3,,
,217,,1.44,,,,,247.2,,0.02,,,18,,,,0.3,,
,220,,1.46,,,,,247.5,,0.02,,,18,,,,0.3,,
,223,,1.48,,,,,247.8,,0.02,,,18,,,,0.3,,
,226,,1.5,,,,,248.1,,0.02,,,18,,,,0.3,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 11/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 11/12",,,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,,
,1,,,,-67.3,,,,,,17.6,,,,,,,,
,2,,,,-67.3,,,,,,17.6,,,,0,,,,
,3,,,,-67.3,,,,,,17.6,,,,0,,,,
,4,,,,-67.3,,,,,,17.6,,,,0,,,,
,5,,,,-67.4,,,,,,17.6,,,,-0.1,,,,
,6,,,,-67.4,,,,,,17.6,,,,0,,,,
,7,,,,-67.4,,,,,,17.6,,,,0,,,,
,8,,,,-67.4,,,,,,17.6,,,,0,,,,
,9,,,,-67.4,,,,,,17.6,,,,0,,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 11/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 11/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,,dV,,Temp.,,dE,,,,EP
,[s],,[mL],,,,,[mV],,,[mL],,[°C],,[mV],,,,
,0,,0,,,,,-67.4,,,,,17.6,,,,,,
,1,,0.001,,,,,-67.4,,,0.001,,17.6,,0,,,,
,2,,0.005,,,,,-67.4,,,0.004,,17.6,,0,,,,
,3,,0.011,,,,,-67.2,,,0.006,,17.6,,0.2,,,,
,4,,0.0195,,,,,-66.7,,,0.0085,,17.6,,0.5,,,,
,5,,0.0335,,,,,-65.5,,,0.014,,17.6,,1.2,,,,
,6,,0.054,,,,,-63.3,,,0.0205,,17.6,,2.2,,,,
,7,,0.078,,,,,-60.2,,,0.024,,17.6,,3.1,,,,
,8,,0.1115,,,,,-55.1,,,0.0335,,17.6,,5.1,,,,
,9,,0.153,,,,,-47.3,,,0.0415,,17.6,,7.8,,,,
,10,,0.2045,,,,,-36.6,,,0.0515,,17.6,,10.7,,,,
,11,,0.2665,,,,,-21.7,,,0.062,,17.6,,14.9,,,,
,12,,0.341,,,,,-7.4,,,0.0745,,17.6,,14.3,,,,
,13,,0.418,,,,,7.5,,,0.077,,17.6,,14.9,,,,
,14,,0.517,,,,,25.4,,,0.099,,17.6,,17.9,,,,
,15,,0.6285,,,,,43.9,,,0.1115,,17.6,,18.5,,,,
,16,,0.7535,,,,,64.3,,,0.125,,17.6,,20.4,,,,
,17,,0.8905,,,,,81.9,,,0.137,,17.6,,17.6,,,,
,18,,1.0395,,,,,99.5,,,0.149,,17.6,,17.6,,,,
,19,,1.0585,,,,,114,,,0.019,,17.6,,14.5,,,,
,20,,1.061,,,,,109.3,,,0.0025,,17.6,,-4.7,,,,
,21,,1.065,,,,,106.4,,,0.004,,17.6,,-2.9,,,,
,22,,1.071,,,,,106.8,,,0.006,,17.6,,0.4,,,,
,23,,1.08,,,,,109.9,,,0.009,,17.6,,3.1,,,,
,24,,1.0915,,,,,112.6,,,0.0115,,17.6,,2.7,,,,
,25,,1.108,,,,,120.1,,,0.0165,,17.6,,7.5,,,,
,26,,1.126,,,,,126.6,,,0.018,,17.6,,6.5,,,,
,27,,1.145,,,,,134.8,,,0.019,,17.6,,8.2,,,,
,28,,1.159,,,,,140.1,,,0.014,,17.6,,5.3,,,,
,29,,1.174,,,,,145,,,0.015,,17.6,,4.9,,,,
,30,,1.1885,,,,,149.7,,,0.0145,,17.6,,4.7,,,,
,31,,1.2045,,,,,155.3,,,0.016,,17.6,,5.6,,,,
,32,,1.2165,,,,,160.6,,,0.012,,17.6,,5.3,,,,
,33,,1.2255,,,,,164.4,,,0.009,,17.6,,3.8,,,,
,34,,1.2335,,,,,167.4,,,0.008,,17.6,,3,,,,
,35,,1.242,,,,,169.9,,,0.0085,,17.6,,2.5,,,,
,36,,1.251,,,,,172.4,,,0.009,,17.6,,2.5,,,,
,37,,1.2605,,,,,174.8,,,0.0095,,17.6,,2.4,,,,
,38,,1.271,,,,,177.2,,,0.0105,,17.6,,2.4,,,,
,39,,1.2805,,,,,179.5,,,0.0095,,17.6,,2.3,,,,
,40,,1.2875,,,,,181.5,,,0.007,,17.6,,2,,,,
,41,,1.2935,,,,,182.8,,,0.006,,17.6,,1.3,,,,
,42,,1.299,,,,,183.9,,,0.0055,,17.6,,1.1,,,,
,43,,1.306,,,,,185.3,,,0.007,,17.6,,1.4,,,,
,44,,1.313,,,,,186.5,,,0.007,,17.6,,1.2,,,,
,45,,1.319,,,,,187.6,,,0.006,,17.6,,1.1,,,,
,46,,1.3245,,,,,188.6,,,0.0055,,17.6,,1,,,,
,47,,1.329,,,,,189.3,,,0.0045,,17.6,,0.7,,,,
,48,,1.333,,,,,190,,,0.004,,17.6,,0.7,,,,
,49,,1.3375,,,,,190.7,,,0.0045,,17.6,,0.7,,,,
,50,,1.342,,,,,191.4,,,0.0045,,17.6,,0.7,,,,
,51,,1.345,,,,,192,,,0.003,,17.6,,0.6,,,,
,52,,1.3475,,,,,192.4,,,0.0025,,17.6,,0.4,,,,
,53,,1.35,,,,,192.7,,,0.0025,,17.6,,0.3,,,,
,54,,1.3525,,,,,193,,,0.0025,,17.6,,0.3,,,,
,55,,1.3555,,,,,193.3,,,0.003,,17.6,,0.3,,,,
,56,,1.358,,,,,193.8,,,0.0025,,17.6,,0.5,,,,
,57,,1.3605,,,,,194.1,,,0.0025,,17.6,,0.3,,,,
,58,,1.363,,,,,194.4,,,0.0025,,17.6,,0.3,,,,
,59,,1.365,,,,,194.5,,,0.002,,17.6,,0.1,,,,
,60,,1.366,,,,,194.8,,,0.001,,17.6,,0.3,,,,
,61,,1.367,,,,,195,,,0.001,,17.6,,0.2,,,,
,62,,1.369,,,,,195.1,,,0.002,,17.6,,0.1,,,,
,63,,1.371,,,,,195.4,,,0.002,,17.6,,0.3,,,,
,64,,1.3715,,,,,195.5,,,0.0005,,17.6,,0.1,,,,
