Titration Data Only,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/10",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,48,1.1850,,,,176.1,,,0.0030,,,20.7,,0.6,,,,
,49,1.1880,,,,177.0,,,0.0030,,,20.7,,0.9,,,,
,50,1.1910,,,,177.7,,,0.0030,,,20.7,,0.7,,,,
,51,1.1935,,,,178.4,,,0.0025,,,20.7,,0.7,,,,
,52,1.1955,,,,179.1,,,0.0020,,,20.7,,0.7,,,,
,53,1.1980,,,,179.7,,,0.0025,,,20.7,,0.6,,,,
,54,1.2005,,,,180.3,,,0.0025,,,20.7,,0.6,,,,
,55,1.2020,,,,180.9,,,0.0015,,,20.7,,0.6,,,,
,56,1.2030,,,,181.2,,,0.0010,,,20.7,,0.3,,,,
,57,1.2040,,,,181.4,,,0.0010,,,20.7,,0.2,,,,
,58,1.2065,,,,181.8,,,0.0025,,,20.7,,0.4,,,,
,59,1.2070,,,,182.2,,,0.0005,,,20.7,,0.4,,,,
,60,1.2070,,,,182.5,,,0.0000,,,20.7,,0.3,,,,
,61,1.2085,,,,182.6,,,0.0015,,,20.7,,0.1,,,,
,62,1.2110,,,,182.9,,,0.0025,,,20.7,,0.3,,,,
,63,1.2110,,,,183.2,,,0.0000,,,20.7,,0.3,,,,
,64,1.2110,,,,183.4,,,0.0000,,,20.7,,0.2,,,,
,65,1.2110,,,,183.5,,,0.0000,,,20.7,,0.1,,,,
,65,1.2110,,,,183.5,,,0.0000,,,20.7,,0.0,,,,
,,1.2110,,,,183.0,,,,,,,,,,,,EP
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 9/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 9/10",,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],
,0,,0.0000,,,,,183.6,,,,,21.0,,,,,
,3,,0.0200,,,,,187.0,,0.0200,,,21.0,,,,3.4,
,6,,0.0400,,,,,190.6,,0.0200,,,21.0,,,,3.6,
,9,,0.0600,,,,,193.9,,0.0200,,,21.0,,,,3.3,
,12,,0.0800,,,,,196.9,,0.0200,,,21.0,,,,3.0,
,15,,0.1000,,,,,199.5,,0.0200,,,21.0,,,,2.6,
,18,,0.1200,,,,,202.0,,0.0200,,,21.0,,,,2.5,
,21,,0.1400,,,,,204.1,,0.0200,,,21.0,,,,2.1,
,24,,0.1600,,,,,206.1,,0.0200,,,21.0,,,,2.0,
,27,,0.1800,,,,,207.8,,0.0200,,,21.0,,,,1.7,
,30,,0.2000,,,,,209.5,,0.0200,,,21.0,,,,1.7,
,33,,0.2200,,,,,211.2,,0.0200,,,21.0,,,,1.7,
,36,,0.2400,,,,,212.7,,0.0200,,,21.0,,,,1.5,
,39,,0.2600,,,,,214.2,,0.0200,,,21.0,,,,1.5,
,42,,0.2800,,,,,215.5,,0.0200,,,21.0,,,,1.3,
,45,,0.3000,,,,,216.9,,0.0200,,,21.0,,,,1.4,
,48,,0.3200,,,,,218.1,,0.0200,,,21.0,,,,1.2,
,51,,0.3400,,,,,219.3,,0.0200,,,21.0,,,,1.2,
,54,,0.3600,,,,,220.3,,0.0200,,,21.0,,,,1.0,
,57,,0.3800,,,,,221.3,,0.0200,,,21.0,,,,1.0,
,60,,0.4000,,,,,222.3,,0.0200,,,21.0,,,,1.0,
,63,,0.4200,,,,,223.3,,0.0200,,,21.0,,,,1.0,
,66,,0.4400,,,,,224.3,,0.0200,,,21.0,,,,1.0,
,70,,0.4600,,,,,225.2,,0.0200,,,21.0,,,,0.9,
,72,,0.4800,,,,,226.1,,0.0200,,,21.0,,,,0.9,
,76,,0.5000,,,,,227.0,,0.0200,,,21.0,,,,0.9,
,78,,0.5200,,,,,227.8,,0.0200,,,21.1,,,,0.8,
,82,,0.5400,,,,,228.6,,0.0200,,,21.1,,,,0.8,
,84,,0.5600,,,,,229.4,,0.0200,,,21.1,,,,0.8,
,88,,0.5800,,,,,230.1,,0.0200,,,21.1,,,,0.7,
,90,,0.6000,,,,,230.8,,0.0200,,,21.1,,,,0.7,
,94,,0.6200,,,,,231.6,,0.0200,,,21.1,,,,0.8,
,97,,0.6400,,,,,232.2,,0.0200,,,21.1,,,,0.6,
,100,,0.6600,,,,,232.9,,0.0200,,,21.1,,,,0.7,
,103,,0.6800,,,,,233.6,,0.0200,,,21.1,,,,0.7,
,106,,0.7000,,,,,234.3,,0.0200,,,21.1,,,,0.7,
,109,,0.7200,,,,,234.9,,0.0200,,,21.1,,,,0.6,
,112,,0.7400,,,,,235.5,,0.0200,,,21.1,,,,0.6,
,115,,0.7600,,,,,236.0,,0.0200,,,21.1,,,,0.5,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 10/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 10/10",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-52.2,,,,,,20.9,,,,,,,
,2,,,,-52.2,,,,,,20.9,,,,0.0,,,
,3,,,,-52.2,,,,,,20.9,,,,0.0,,,
,4,,,,-52.2,,,,,,20.9,,,,0.0,,,
,5,,,,-52.2,,,,,,20.9,,,,0.0,,,
,6,,,,-52.2,,,,,,20.9,,,,0.0,,,
,7,,,,-52.2,,,,,,20.9,,,,0.0,,,
,8,,,,-52.2,,,,,,20.9,,,,0.0,,,
,9,,,,-52.2,,,,,,20.9,,,,0.0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 10/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 10/10",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0.0000,,,,-52.3,,,,,,20.9,,,,,,
,1,0.0010,,,,-52.3,,,0.0010,,,20.9,,0.0,,,,
,2,0.0050,,,,-52.3,,,0.0040,,,20.9,,0.0,,,,
,3,0.0110,,,,-52.0,,,0.0060,,,20.9,,0.3,,,,
,4,0.0195,,,,-51.0,,,0.0085,,,20.9,,1.0,,,,
,5,0.0335,,,,-49.1,,,0.0140,,,20.9,,1.9,,,,
,6,0.0540,,,,-46.2,,,0.0205,,,20.9,,2.9,,,,
,7,0.0780,,,,-41.1,,,0.0240,,,20.9,,5.1,,,,
,8,0.1120,,,,-33.8,,,0.0340,,,20.9,,7.3,,,,
,9,0.1535,,,,-23.2,,,0.0415,,,20.9,,10.6,,,,
,10,0.2035,,,,-12.0,,,0.0500,,,20.9,,11.2,,,,
,11,0.2650,,,,0.5,,,0.0615,,,20.9,,12.5,,,,
,12,0.3375,,,,11.3,,,0.0725,,,20.9,,10.8,,,,
,13,0.4135,,,,24.8,,,0.0760,,,20.9,,13.5,,,,
,14,0.5105,,,,37.1,,,0.0970,,,20.9,,12.3,,,,
,15,0.6205,,,,55.0,,,0.1100,,,20.9,,17.9,,,,
,16,0.7445,,,,71.9,,,0.1240,,,20.9,,16.9,,,,
,17,0.8645,,,,93.9,,,0.1200,,,20.9,,22.0,,,,
,18,0.8705,,,,94.8,,,0.0060,,,20.9,,0.9,,,,
,19,0.8735,,,,89.2,,,0.0030,,,20.9,,-5.6,,,,
,20,0.8780,,,,87.2,,,0.0045,,,20.9,,-2.0,,,,
,21,0.8850,,,,87.4,,,0.0070,,,20.9,,0.2,,,,
,22,0.8960,,,,89.1,,,0.0110,,,20.9,,1.7,,,,
,23,0.9115,,,,92.6,,,0.0155,,,20.9,,3.5,,,,
,24,0.9295,,,,96.7,,,0.0180,,,20.9,,4.1,,,,
,25,0.9535,,,,102.8,,,0.0240,,,20.9,,6.1,,,,
,26,0.9795,,,,108.2,,,0.0260,,,20.9,,5.4,,,,
,27,1.0080,,,,115.0,,,0.0285,,,20.9,,6.8,,,,
,28,1.0380,,,,121.9,,,0.0300,,,20.9,,6.9,,,,
,29,1.0640,,,,130.1,,,0.0260,,,20.9,,8.2,,,,
,30,1.0755,,,,135.3,,,0.0115,,,20.9,,5.2,,,,
,31,1.0855,,,,137.7,,,0.0100,,,20.9,,2.4,,,,
,32,1.0975,,,,142.4,,,0.0120,,,20.9,,4.7,,,,
,33,1.1105,,,,147.6,,,0.0130,,,20.9,,5.2,,,,
,34,1.1200,,,,153.4,,,0.0095,,,20.9,,5.8,,,,
,35,1.1230,,,,156.5,,,0.0030,,,20.9,,3.1,,,,
,36,1.1255,,,,157.5,,,0.0025,,,20.9,,1.0,,,,
,37,1.1290,,,,158.8,,,0.0035,,,20.9,,1.3,,,,
,38,1.1345,,,,161.0,,,0.0055,,,20.9,,2.2,,,,
,39,1.1415,,,,163.3,,,0.0070,,,20.9,,2.3,,,,
,40,1.1485,,,,165.8,,,0.0070,,,20.9,,2.5,,,,
,41,1.1540,,,,168.0,,,0.0055,,,20.9,,2.2,,,,
,42,1.1575,,,,169.6,,,0.0035,,,20.9,,1.6,,,,
,43,1.1605,,,,170.9,,,0.0030,,,20.9,,1.3,,,,
,44,1.1635,,,,172.0,,,0.0030,,,20.9,,1.1,,,,
,45,1.1670,,,,173.0,,,0.0035,,,20.9,,1.0,,,,
,46,1.1715,,,,174.0,,,0.0045,,,20.9,,1.0,,,,
,47,1.1760,,,,175.1,,,0.0045,,,20.9,,1.1,,,,
,48,1.1790,,,,176.0,,,0.0030,,,20.9,,0.9,,,,
,49,1.1815,,,,176.9,,,0.0025,,,20.9,,0.9,,,,
,50,1.1840,,,,177.6,,,0.0025,,,20.9,,0.7,,,,
,51,1.1865,,,,178.2,,,0.0025,,,20.9,,0.6,,,,
,52,1.1885,,,,178.9,,,0.0020,,,20.9,,0.7,,,,
,53,1.1910,,,,179.4,,,0.0025,,,20.9,,0.5,,,,
,54,1.1935,,,,179.9,,,0.0025,,,20.9,,0.5,,,,
,55,1.1955,,,,180.5,,,0.0020,,,20.9,,0.6,,,,
,56,1.1965,,,,181.0,,,0.0010,,,20.9,,0.5,,,,
,57,1.1975,,,,181.2,,,0.0010,,,20.9,,0.2,,,,
,58,1.2000,,,,181.5,,,0.0025,,,20.9,,0.3,,,,
,59,1.2005,,,,182.0,,,0.0005,,,20.9,,0.5,,,,
,60,1.2005,,,,182.2,,,0.0000,,,20.9,,0.2,,,,
,61,1.2030,,,,182.4,,,0.0025,,,20.9,,0.2,,,,
,62,1.2045,,,,182.8,,,0.0015,,,20.9,,0.4,,,,
,63,1.2045,,,,183.0,,,0.0000,,,20.9,,0.2,,,,
,,1.2045,,,,183.0,,,,,,,,,,,,EP
,64,1.2050,,,,183.2,,,0.0005,,,20.9,,0.2,,,,
,65,1.2050,,,,183.3,,,0.0000,,,20.9,,0.1,,,,
,66,1.2050,,,,183.4,,,0.0000,,,20.9,,0.1,,,,
,66,1.2050,,,,183.4,,,0.0000,,,20.9,,0.0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 10/10",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 10/10",,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],
,0,,0.0000,,,,,183.3,,,,,21.2,,,,,
,3,,0.0200,,,,,186.8,,0.0200,,,21.2,,,,3.5,
,6,,0.0400,,,,,190.5,,0.0200,,,21.2,,,,3.7,
,9,,0.0600,,,,,193.9,,0.0200,,,21.2,,,,3.4,
,12,,0.0800,,,,,196.9,,0.0200,,,21.2,,,,3.0,
,15,,0.1000,,,,,199.5,,0.0200,,,21.2,,,,2.6,
,18,,0.1200,,,,,202.0,,0.0200,,,21.2,,,,2.5,
,21,,0.1400,,,,,204.2,,0.0200,,,21.2,,,,2.2,
,24,,0.1600,,,,,206.1,,0.0200,,,21.2,,,,1.9,
,27,,0.1800,,,,,207.9,,0.0200,,,21.3,,,,1.8,
,30,,0.2000,,,,,209.6,,0.0200,,,21.3,,,,1.7,
,33,,0.2200,,,,,211.2,,0.0200,,,21.3,,,,1.6,
,36,,0.2400,,,,,212.8,,0.0200,,,21.3,,,,1.6,
,39,,0.2600,,,,,214.2,,0.0200,,,21.3,,,,1.4,
,42,,0.2800,,,,,215.6,,0.0200,,,21.3,,,,1.4,
,45,,0.3000,,,,,217.0,,0.0200,,,21.3,,,,1.4,
,48,,0.3200,,,,,218.2,,0.0200,,,21.3,,,,1.2,
,51,,0.3400,,,,,219.4,,0.0200,,,21.3,,,,1.2,
,54,,0.3600,,,,,220.5,,0.0200,,,21.3,,,,1.1,
,57,,0.3800,,,,,221.5,,0.0200,,,21.3,,,,1.0,
,60,,0.4000,,,,,222.5,,0.0200,,,21.3,,,,1.0,
,63,,0.4200,,,,,223.5,,0.0200,,,21.3,,,,1.0,
,66,,0.4400,,,,,224.5,,0.0200,,,21.3,,,,1.0,
,70,,0.4600,,,,,225.4,,0.0200,,,21.3,,,,0.9,
,72,,0.4800,,,,,226.3,,0.0200,,,21.3,,,,0.9,
,76,,0.5000,,,,,227.2,,0.0200,,,21.3,,,,0.9,
,78,,0.5200,,,,,228.0,,0.0200,,,21.3,,,,0.8,
,82,,0.5400,,,,,228.8,,0.0200,,,21.3,,,,0.8,
,84,,0.5600,,,,,229.6,,0.0200,,,21.3,,,,0.8,
,88,,0.5800,,,,,230.3,,0.0200,,,21.3,,,,0.7,
,90,,0.6000,,,,,231.0,,0.0200,,,21.3,,,,0.7,
,94,,0.6200,,,,,231.7,,0.0200,,,21.3,,,,0.7,
,97,,0.6400,,,,,232.4,,0.0200,,,21.3,,,,0.7,
,100,,0.6600,,,,,233.1,,0.0200,,,21.3,,,,0.7,
,103,,0.6800,,,,,233.8,,0.0200,,,21.3,,,,0.7,
,106,,0.7000,,,,,234.5,,0.0200,,,21.3,,,,0.7,
,109,,0.7200,,,,,235.1,,0.0200,,,21.3,,,,0.6,
,112,,0.7400,,,,,235.7,,0.0200,,,21.3,,,,0.6,
,115,,0.7600,,,,,236.3,,0.0200,,,21.3,,,,0.6,
4/20/2021 5:19:15 PM,,,,SystemInternal,,,,,,,,,,,,1/1,,
